milliseconds,null,Input,null,null,null,(null = no Control)
240981,1000.00,548.00,-58270145.00,452.00,-58270145.00,452.00
240986,1000.00,547.00,-58271499.00,453.00,-58271499.00,453.00
240991,1000.00,550.00,-58272864.00,450.00,-58272864.00,450.00
240997,1000.00,550.00,-58274214.00,450.00,-58274214.00,450.00
241002,1000.00,551.00,-58275566.00,449.00,-58275566.00,449.00
241008,1000.00,547.00,-58276905.00,453.00,-58276905.00,453.00
241013,1000.00,550.00,-58278270.00,450.00,-58278270.00,450.00
241018,1000.00,549.00,-58279618.00,451.00,-58279618.00,451.00
241024,1000.00,547.00,-58280967.00,453.00,-58280967.00,453.00
241029,1000.00,549.00,-58282330.00,451.00,-58282330.00,451.00
241035,1000.00,547.00,-58283679.00,453.00,-58283679.00,453.00
241040,1000.00,551.00,-58285046.00,449.00,-58285046.00,449.00
241045,1000.00,547.00,-58286385.00,453.00,-58286385.00,453.00
241051,1000.00,552.00,-58287754.00,448.00,-58287754.00,448.00
241056,1000.00,549.00,-58289092.00,451.00,-58289092.00,451.00
241062,1000.00,548.00,-58290443.00,452.00,-58290443.00,452.00
241067,1000.00,550.00,-58291803.00,450.00,-58291803.00,450.00
241072,1000.00,549.00,-58293151.00,451.00,-58293151.00,451.00
241078,1000.00,550.00,-58294506.00,450.00,-58294506.00,450.00
241083,1000.00,551.00,-58295858.00,449.00,-58295858.00,449.00
241089,1000.00,549.00,-58297201.00,451.00,-58297201.00,451.00
241094,1000.00,547.00,-58298550.00,453.00,-58298550.00,453.00
241099,1000.00,550.00,-58299915.00,450.00,-58299915.00,450.00
241105,1000.00,547.00,-58301259.00,453.00,-58301259.00,453.00
241110,1000.00,548.00,-58302620.00,452.00,-58302620.00,452.00
241116,1000.00,550.00,-58303980.00,450.00,-58303980.00,450.00
241121,1000.00,547.00,-58305324.00,453.00,-58305324.00,453.00
241126,1000.00,549.00,-58306687.00,451.00,-58306687.00,451.00
241132,1000.00,549.00,-58308040.00,451.00,-58308040.00,451.00
241137,1000.00,548.00,-58309391.00,452.00,-58309391.00,452.00
241143,1000.00,547.00,-58310745.00,453.00,-58310745.00,453.00
241148,1000.00,548.00,-58312106.00,452.00,-58312106.00,452.00
241153,1000.00,548.00,-58313462.00,452.00,-58313462.00,452.00
241159,1000.00,549.00,-58314820.00,451.00,-58314820.00,451.00
241164,1000.00,551.00,-58316177.00,449.00,-58316177.00,449.00
241170,1000.00,548.00,-58317518.00,452.00,-58317518.00,452.00
241175,1000.00,551.00,-58318880.00,449.00,-58318880.00,449.00
241180,1000.00,548.00,-58320221.00,452.00,-58320221.00,452.00
241186,1000.00,550.00,-58321581.00,450.00,-58321581.00,450.00
241191,1000.00,546.00,-58322923.00,454.00,-58322923.00,454.00
241197,1000.00,548.00,-58324289.00,452.00,-58324289.00,452.00
241202,1000.00,548.00,-58325645.00,452.00,-58325645.00,452.00
241207,1000.00,547.00,-58326999.00,453.00,-58326999.00,453.00
241213,1000.00,549.00,-58328362.00,451.00,-58328362.00,451.00
241218,1000.00,550.00,-58329717.00,450.00,-58329717.00,450.00
241224,1000.00,547.00,-58331061.00,453.00,-58331061.00,453.00
241229,1000.00,549.00,-58332424.00,451.00,-58332424.00,451.00
241234,1000.00,549.00,-58333777.00,451.00,-58333777.00,451.00
241240,1000.00,547.00,-58335126.00,453.00,-58335126.00,453.00
241245,1000.00,550.00,-58336491.00,450.00,-58336491.00,450.00
241251,1000.00,546.00,-58337833.00,454.00,-58337833.00,454.00
241256,1000.00,546.00,-58339195.00,454.00,-58339195.00,454.00
241261,1000.00,551.00,-58340567.00,449.00,-58340567.00,449.00
241267,1000.00,553.00,-58341918.00,447.00,-58341918.00,447.00
241272,1000.00,548.00,-58343249.00,452.00,-58343249.00,452.00
241278,1000.00,546.00,-58344601.00,454.00,-58344601.00,454.00
241283,1000.00,550.00,-58345971.00,450.00,-58345971.00,450.00
241288,1000.00,549.00,-58347319.00,451.00,-58347319.00,451.00
241294,1000.00,549.00,-58348672.00,451.00,-58348672.00,451.00
241299,1000.00,549.00,-58350025.00,451.00,-58350025.00,451.00
241305,1000.00,547.00,-58351374.00,453.00,-58351374.00,453.00
241310,1000.00,547.00,-58352733.00,453.00,-58352733.00,453.00
241315,1000.00,550.00,-58354098.00,450.00,-58354098.00,450.00
241321,1000.00,546.00,-58355440.00,454.00,-58355440.00,454.00
241326,1000.00,550.00,-58356810.00,450.00,-58356810.00,450.00
241332,1000.00,548.00,-58358156.00,452.00,-58358156.00,452.00
241337,1000.00,547.00,-58359510.00,453.00,-58359510.00,453.00
241342,1000.00,549.00,-58360873.00,451.00,-58360873.00,451.00
241348,1000.00,548.00,-58362224.00,452.00,-58362224.00,452.00
241353,1000.00,550.00,-58363584.00,450.00,-58363584.00,450.00
241359,1000.00,545.00,-58364924.00,455.00,-58364924.00,455.00
241364,1000.00,549.00,-58366297.00,451.00,-58366297.00,451.00
241369,1000.00,552.00,-58367656.00,448.00,-58367656.00,448.00
241375,1000.00,552.00,-58369000.00,448.00,-58369000.00,448.00
241380,1000.00,548.00,-58370336.00,452.00,-58370336.00,452.00
241386,1000.00,546.00,-58371688.00,454.00,-58371688.00,454.00
241391,1000.00,548.00,-58373054.00,452.00,-58373054.00,452.00
241396,1000.00,549.00,-58374412.00,451.00,-58374412.00,451.00
241402,1000.00,550.00,-58375767.00,450.00,-58375767.00,450.00
241407,1000.00,550.00,-58377117.00,450.00,-58377117.00,450.00
241413,1000.00,545.00,-58378457.00,455.00,-58378457.00,455.00
241418,1000.00,549.00,-58379830.00,451.00,-58379830.00,451.00
241423,1000.00,547.00,-58381179.00,453.00,-58381179.00,453.00
241429,1000.00,551.00,-58382546.00,449.00,-58382546.00,449.00
241434,1000.00,548.00,-58383887.00,452.00,-58383887.00,452.00
241440,1000.00,545.00,-58385237.00,455.00,-58385237.00,455.00
241445,1000.00,549.00,-58386610.00,451.00,-58386610.00,451.00
241450,1000.00,550.00,-58387965.00,450.00,-58387965.00,450.00
241456,1000.00,550.00,-58389315.00,450.00,-58389315.00,450.00
241461,1000.00,552.00,-58390669.00,448.00,-58390669.00,448.00
241467,1000.00,546.00,-58392001.00,454.00,-58392001.00,454.00
241472,1000.00,547.00,-58393365.00,453.00,-58393365.00,453.00
241477,1000.00,547.00,-58394724.00,453.00,-58394724.00,453.00
241483,1000.00,548.00,-58396085.00,452.00,-58396085.00,452.00
241488,1000.00,547.00,-58397439.00,453.00,-58397439.00,453.00
241494,1000.00,546.00,-58398796.00,454.00,-58398796.00,454.00
241499,1000.00,551.00,-58400168.00,449.00,-58400168.00,449.00
241504,1000.00,552.00,-58401517.00,448.00,-58401517.00,448.00
241510,1000.00,549.00,-58402855.00,451.00,-58402855.00,451.00
241515,1000.00,547.00,-58404204.00,453.00,-58404204.00,453.00
241521,1000.00,547.00,-58405563.00,453.00,-58405563.00,453.00
241526,1000.00,547.00,-58406922.00,453.00,-58406922.00,453.00
241531,1000.00,550.00,-58408287.00,450.00,-58408287.00,450.00
241537,1000.00,548.00,-58409633.00,452.00,-58409633.00,452.00
241542,1000.00,550.00,-58410993.00,450.00,-58410993.00,450.00
241548,1000.00,550.00,-58412343.00,450.00,-58412343.00,450.00
241553,1000.00,549.00,-58413691.00,451.00,-58413691.00,451.00
241558,1000.00,548.00,-58415042.00,452.00,-58415042.00,452.00
241564,1000.00,548.00,-58416398.00,452.00,-58416398.00,452.00
241569,1000.00,550.00,-58417758.00,450.00,-58417758.00,450.00
241575,1000.00,547.00,-58419102.00,453.00,-58419102.00,453.00
241580,1000.00,547.00,-58420461.00,453.00,-58420461.00,453.00
241585,1000.00,548.00,-58421822.00,452.00,-58421822.00,452.00
241591,1000.00,549.00,-58423180.00,451.00,-58423180.00,451.00
241596,1000.00,547.00,-58424529.00,453.00,-58424529.00,453.00
241602,1000.00,541.00,-58425876.00,459.00,-58425876.00,459.00
241607,1000.00,551.00,-58427273.00,449.00,-58427273.00,449.00
241612,1000.00,549.00,-58428616.00,451.00,-58428616.00,451.00
241618,1000.00,547.00,-58429965.00,453.00,-58429965.00,453.00
241623,1000.00,547.00,-58431324.00,453.00,-58431324.00,453.00
241629,1000.00,547.00,-58432683.00,453.00,-58432683.00,453.00
241634,1000.00,549.00,-58434046.00,451.00,-58434046.00,451.00
241639,1000.00,545.00,-58435391.00,455.00,-58435391.00,455.00
241645,1000.00,550.00,-58436766.00,450.00,-58436766.00,450.00
241650,1000.00,546.00,-58438108.00,454.00,-58438108.00,454.00
241656,1000.00,549.00,-58439476.00,451.00,-58439476.00,451.00
241661,1000.00,546.00,-58440823.00,454.00,-58440823.00,454.00
241666,1000.00,549.00,-58442191.00,451.00,-58442191.00,451.00
241672,1000.00,547.00,-58443540.00,453.00,-58443540.00,453.00
241677,1000.00,548.00,-58444901.00,452.00,-58444901.00,452.00
241683,1000.00,547.00,-58446255.00,453.00,-58446255.00,453.00
241688,1000.00,550.00,-58447620.00,450.00,-58447620.00,450.00
241693,1000.00,546.00,-58448962.00,454.00,-58448962.00,454.00
241699,1000.00,548.00,-58450328.00,452.00,-58450328.00,452.00
241704,1000.00,550.00,-58451688.00,450.00,-58451688.00,450.00
241710,1000.00,549.00,-58453036.00,451.00,-58453036.00,451.00
241715,1000.00,548.00,-58454387.00,452.00,-58454387.00,452.00
241720,1000.00,551.00,-58455749.00,449.00,-58455749.00,449.00
241726,1000.00,549.00,-58457092.00,451.00,-58457092.00,451.00
241731,1000.00,548.00,-58458443.00,452.00,-58458443.00,452.00
241737,1000.00,546.00,-58459795.00,454.00,-58459795.00,454.00
241742,1000.00,546.00,-58461157.00,454.00,-58461157.00,454.00
241747,1000.00,548.00,-58462523.00,452.00,-58462523.00,452.00
241753,1000.00,549.00,-58463881.00,451.00,-58463881.00,451.00
241758,1000.00,551.00,-58465238.00,449.00,-58465238.00,449.00
241764,1000.00,548.00,-58466579.00,452.00,-58466579.00,452.00
241769,1000.00,548.00,-58467935.00,452.00,-58467935.00,452.00
241774,1000.00,549.00,-58469293.00,451.00,-58469293.00,451.00
241780,1000.00,547.00,-58470642.00,453.00,-58470642.00,453.00
241785,1000.00,549.00,-58472005.00,451.00,-58472005.00,451.00
241791,1000.00,545.00,-58473350.00,455.00,-58473350.00,455.00
241796,1000.00,550.00,-58474725.00,450.00,-58474725.00,450.00
241801,1000.00,549.00,-58476073.00,451.00,-58476073.00,451.00
241807,1000.00,550.00,-58477428.00,450.00,-58477428.00,450.00
241812,1000.00,548.00,-58478774.00,452.00,-58478774.00,452.00
241818,1000.00,548.00,-58480130.00,452.00,-58480130.00,452.00
241823,1000.00,548.00,-58481486.00,452.00,-58481486.00,452.00
241828,1000.00,547.00,-58482840.00,453.00,-58482840.00,453.00
241834,1000.00,550.00,-58484205.00,450.00,-58484205.00,450.00
241839,1000.00,548.00,-58485551.00,452.00,-58485551.00,452.00
241845,1000.00,545.00,-58486901.00,455.00,-58486901.00,455.00
241850,1000.00,547.00,-58488270.00,453.00,-58488270.00,453.00
241855,1000.00,548.00,-58489631.00,452.00,-58489631.00,452.00
241861,1000.00,547.00,-58490985.00,453.00,-58490985.00,453.00
241866,1000.00,547.00,-58492344.00,453.00,-58492344.00,453.00
241872,1000.00,548.00,-58493705.00,452.00,-58493705.00,452.00
241877,1000.00,549.00,-58495063.00,451.00,-58495063.00,451.00
241882,1000.00,548.00,-58496414.00,452.00,-58496414.00,452.00
241888,1000.00,547.00,-58497768.00,453.00,-58497768.00,453.00
241893,1000.00,549.00,-58499131.00,451.00,-58499131.00,451.00
241899,1000.00,546.00,-58500478.00,454.00,-58500478.00,454.00
241904,1000.00,548.00,-58501844.00,452.00,-58501844.00,452.00
241909,1000.00,549.00,-58503202.00,451.00,-58503202.00,451.00
241915,1000.00,550.00,-58504557.00,450.00,-58504557.00,450.00
241920,1000.00,546.00,-58505899.00,454.00,-58505899.00,454.00
241926,1000.00,547.00,-58507263.00,453.00,-58507263.00,453.00
241931,1000.00,548.00,-58508624.00,452.00,-58508624.00,452.00
241936,1000.00,550.00,-58509984.00,450.00,-58509984.00,450.00
241942,1000.00,549.00,-58511332.00,451.00,-58511332.00,451.00
241947,1000.00,549.00,-58512685.00,451.00,-58512685.00,451.00
241953,1000.00,546.00,-58514032.00,454.00,-58514032.00,454.00
241958,1000.00,550.00,-58515402.00,450.00,-58515402.00,450.00
241963,1000.00,550.00,-58516752.00,450.00,-58516752.00,450.00
241969,1000.00,547.00,-58518096.00,453.00,-58518096.00,453.00
241974,1000.00,550.00,-58519461.00,450.00,-58519461.00,450.00
241980,1000.00,545.00,-58520801.00,455.00,-58520801.00,455.00
241985,1000.00,551.00,-58522178.00,449.00,-58522178.00,449.00
241990,1000.00,550.00,-58523523.00,450.00,-58523523.00,450.00
241996,1000.00,547.00,-58524867.00,453.00,-58524867.00,453.00
242001,1000.00,547.00,-58526226.00,453.00,-58526226.00,453.00
242007,1000.00,549.00,-58527589.00,451.00,-58527589.00,451.00
242012,1000.00,549.00,-58528942.00,451.00,-58528942.00,451.00
242017,1000.00,549.00,-58530295.00,451.00,-58530295.00,451.00
242023,1000.00,549.00,-58531648.00,451.00,-58531648.00,451.00
242028,1000.00,549.00,-58533001.00,451.00,-58533001.00,451.00
242034,1000.00,548.00,-58534352.00,452.00,-58534352.00,452.00
242039,1000.00,543.00,-58535698.00,457.00,-58535698.00,457.00
242044,1000.00,549.00,-58537081.00,451.00,-58537081.00,451.00
242050,1000.00,546.00,-58538428.00,454.00,-58538428.00,454.00
242055,1000.00,550.00,-58539798.00,450.00,-58539798.00,450.00
242061,1000.00,549.00,-58541146.00,451.00,-58541146.00,451.00
242066,1000.00,548.00,-58542497.00,452.00,-58542497.00,452.00
242071,1000.00,548.00,-58543853.00,452.00,-58543853.00,452.00
242077,1000.00,547.00,-58545207.00,453.00,-58545207.00,453.00
242082,1000.00,547.00,-58546566.00,453.00,-58546566.00,453.00
242088,1000.00,545.00,-58547921.00,455.00,-58547921.00,455.00
242093,1000.00,548.00,-58549292.00,452.00,-58549292.00,452.00
242098,1000.00,549.00,-58550650.00,451.00,-58550650.00,451.00
242104,1000.00,547.00,-58551999.00,453.00,-58551999.00,453.00
242109,1000.00,547.00,-58553358.00,453.00,-58553358.00,453.00
242115,1000.00,547.00,-58554717.00,453.00,-58554717.00,453.00
242120,1000.00,548.00,-58556078.00,452.00,-58556078.00,452.00
242125,1000.00,551.00,-58557440.00,449.00,-58557440.00,449.00
242131,1000.00,551.00,-58558787.00,449.00,-58558787.00,449.00
242136,1000.00,550.00,-58560132.00,450.00,-58560132.00,450.00
242142,1000.00,547.00,-58561476.00,453.00,-58561476.00,453.00
242147,1000.00,550.00,-58562841.00,450.00,-58562841.00,450.00
242152,1000.00,548.00,-58564187.00,452.00,-58564187.00,452.00
242158,1000.00,548.00,-58565543.00,452.00,-58565543.00,452.00
242163,1000.00,549.00,-58566901.00,451.00,-58566901.00,451.00
242169,1000.00,546.00,-58568248.00,454.00,-58568248.00,454.00
242174,1000.00,550.00,-58569618.00,450.00,-58569618.00,450.00
242179,1000.00,549.00,-58570966.00,451.00,-58570966.00,451.00
242185,1000.00,548.00,-58572317.00,452.00,-58572317.00,452.00
242190,1000.00,549.00,-58573675.00,451.00,-58573675.00,451.00
242196,1000.00,546.00,-58575022.00,454.00,-58575022.00,454.00
242201,1000.00,552.00,-58576396.00,448.00,-58576396.00,448.00
242206,1000.00,550.00,-58577736.00,450.00,-58577736.00,450.00
242212,1000.00,548.00,-58579082.00,452.00,-58579082.00,452.00
242217,1000.00,549.00,-58580440.00,451.00,-58580440.00,451.00
242223,1000.00,547.00,-58581789.00,453.00,-58581789.00,453.00
242228,1000.00,552.00,-58583158.00,448.00,-58583158.00,448.00
242233,1000.00,550.00,-58584498.00,450.00,-58584498.00,450.00
242239,1000.00,550.00,-58585848.00,450.00,-58585848.00,450.00
242244,1000.00,549.00,-58587196.00,451.00,-58587196.00,451.00
242250,1000.00,544.00,-58588539.00,456.00,-58588539.00,456.00
242255,1000.00,548.00,-58589915.00,452.00,-58589915.00,452.00
242260,1000.00,550.00,-58591275.00,450.00,-58591275.00,450.00
242266,1000.00,549.00,-58592623.00,451.00,-58592623.00,451.00
242271,1000.00,545.00,-58593968.00,455.00,-58593968.00,455.00
242277,1000.00,545.00,-58595333.00,455.00,-58595333.00,455.00
242282,1000.00,551.00,-58596710.00,449.00,-58596710.00,449.00
242287,1000.00,548.00,-58598051.00,452.00,-58598051.00,452.00
242293,1000.00,548.00,-58599407.00,452.00,-58599407.00,452.00
242298,1000.00,549.00,-58600765.00,451.00,-58600765.00,451.00
242304,1000.00,547.00,-58602114.00,453.00,-58602114.00,453.00
242309,1000.00,547.00,-58603473.00,453.00,-58603473.00,453.00
242314,1000.00,551.00,-58604840.00,449.00,-58604840.00,449.00
242320,1000.00,550.00,-58606185.00,450.00,-58606185.00,450.00
242325,1000.00,558.00,-58607551.00,442.00,-58607551.00,442.00
242331,1000.00,562.00,-58608885.00,438.00,-58608885.00,438.00
242336,1000.00,563.00,-58610201.00,437.00,-58610201.00,437.00
242341,1000.00,561.00,-58611508.00,439.00,-58611508.00,439.00
242347,1000.00,567.00,-58612837.00,433.00,-58612837.00,433.00
242352,1000.00,566.00,-58614134.00,434.00,-58614134.00,434.00
242358,1000.00,563.00,-58615430.00,437.00,-58615430.00,437.00
242363,1000.00,564.00,-58616743.00,436.00,-58616743.00,436.00
242368,1000.00,565.00,-58618053.00,435.00,-58618053.00,435.00
242374,1000.00,566.00,-58619360.00,434.00,-58619360.00,434.00
242379,1000.00,566.00,-58620662.00,434.00,-58620662.00,434.00
242385,1000.00,563.00,-58621958.00,437.00,-58621958.00,437.00
242390,1000.00,566.00,-58623275.00,434.00,-58623275.00,434.00
242395,1000.00,567.00,-58624579.00,433.00,-58624579.00,433.00
242401,1000.00,567.00,-58625878.00,433.00,-58625878.00,433.00
242406,1000.00,567.00,-58627177.00,433.00,-58627177.00,433.00
242412,1000.00,562.00,-58628466.00,438.00,-58628466.00,438.00
242417,1000.00,564.00,-58629784.00,436.00,-58629784.00,436.00
242422,1000.00,567.00,-58631098.00,433.00,-58631098.00,433.00
242428,1000.00,565.00,-58632393.00,435.00,-58632393.00,435.00
242433,1000.00,563.00,-58633694.00,437.00,-58633694.00,437.00
242439,1000.00,563.00,-58635005.00,437.00,-58635005.00,437.00
242444,1000.00,565.00,-58636320.00,435.00,-58636320.00,435.00
242449,1000.00,565.00,-58637625.00,435.00,-58637625.00,435.00
242455,1000.00,566.00,-58638932.00,434.00,-58638932.00,434.00
242460,1000.00,564.00,-58640230.00,436.00,-58640230.00,436.00
242466,1000.00,563.00,-58641536.00,437.00,-58641536.00,437.00
242471,1000.00,565.00,-58642851.00,435.00,-58642851.00,435.00
242476,1000.00,564.00,-58644154.00,436.00,-58644154.00,436.00
242482,1000.00,564.00,-58645462.00,436.00,-58645462.00,436.00
242487,1000.00,565.00,-58646772.00,435.00,-58646772.00,435.00
242493,1000.00,564.00,-58648075.00,436.00,-58648075.00,436.00
242498,1000.00,565.00,-58649385.00,435.00,-58649385.00,435.00
242503,1000.00,566.00,-58650692.00,434.00,-58650692.00,434.00
242509,1000.00,564.00,-58651990.00,436.00,-58651990.00,436.00
242514,1000.00,563.00,-58653296.00,437.00,-58653296.00,437.00
242520,1000.00,566.00,-58654613.00,434.00,-58654613.00,434.00
242525,1000.00,565.00,-58655913.00,435.00,-58655913.00,435.00
242530,1000.00,565.00,-58657218.00,435.00,-58657218.00,435.00
242536,1000.00,565.00,-58658523.00,435.00,-58658523.00,435.00
242541,1000.00,565.00,-58659828.00,435.00,-58659828.00,435.00
242547,1000.00,564.00,-58661131.00,436.00,-58661131.00,436.00
242552,1000.00,567.00,-58662445.00,433.00,-58662445.00,433.00
242557,1000.00,566.00,-58663742.00,434.00,-58663742.00,434.00
242563,1000.00,563.00,-58665038.00,437.00,-58665038.00,437.00
242568,1000.00,565.00,-58666353.00,435.00,-58666353.00,435.00
242574,1000.00,562.00,-58667652.00,438.00,-58667652.00,438.00
242579,1000.00,566.00,-58668974.00,434.00,-58668974.00,434.00
242584,1000.00,564.00,-58670272.00,436.00,-58670272.00,436.00
242590,1000.00,564.00,-58671580.00,436.00,-58671580.00,436.00
242595,1000.00,565.00,-58672890.00,435.00,-58672890.00,435.00
242601,1000.00,562.00,-58674189.00,438.00,-58674189.00,438.00
242606,1000.00,565.00,-58675509.00,435.00,-58675509.00,435.00
242611,1000.00,567.00,-58676818.00,433.00,-58676818.00,433.00
242617,1000.00,565.00,-58678113.00,435.00,-58678113.00,435.00
242622,1000.00,564.00,-58679416.00,436.00,-58679416.00,436.00
242628,1000.00,564.00,-58680724.00,436.00,-58680724.00,436.00
242633,1000.00,565.00,-58682034.00,435.00,-58682034.00,435.00
242638,1000.00,567.00,-58683343.00,433.00,-58683343.00,433.00
242644,1000.00,564.00,-58684636.00,436.00,-58684636.00,436.00
242649,1000.00,565.00,-58685946.00,435.00,-58685946.00,435.00
242655,1000.00,561.00,-58687243.00,439.00,-58687243.00,439.00
242660,1000.00,566.00,-58688570.00,434.00,-58688570.00,434.00
242665,1000.00,568.00,-58689876.00,432.00,-58689876.00,432.00
242671,1000.00,565.00,-58691166.00,435.00,-58691166.00,435.00
242676,1000.00,564.00,-58692469.00,436.00,-58692469.00,436.00
242682,1000.00,564.00,-58693777.00,436.00,-58693777.00,436.00
242687,1000.00,564.00,-58695085.00,436.00,-58695085.00,436.00
